epoch,loss,lr,val_loss
0,0.010827805220459898,0.0003,0.010064894754439592
1,0.010420149842070209,0.0003,0.009933158177882434
2,0.010330726621051629,0.0003,0.009803484130650759
3,0.010239091761410236,0.0003,0.009770399764180183
4,0.010210121857416299,0.0003,0.0098311278373003
5,0.010173982395893998,0.0003,0.009815793254723152
6,0.01017338415938947,0.0003,0.00990681034947435
7,0.010119861785529389,0.0003,0.00971638610586524
8,0.010102076902985573,0.0003,0.009747259347389141
9,0.010109127889076868,0.0003,0.00974471857274572
10,0.010091369937691424,0.0003,0.009733614704261224
11,0.01008903453581863,0.0003,0.009652542993426322
12,0.010060781815606688,0.0003,0.009717105203618607
13,0.010061838195348779,0.0003,0.009751694524039825
14,0.010053228745857875,0.0003,0.009702483717352151
15,0.010034828679843082,0.0003,0.009705813873559236
16,0.010017529123566217,0.0003,0.009650198614845673
17,0.010034181347530749,0.0003,0.009727565592775742
18,0.010016641681186027,0.0003,0.009674104730288187
19,0.010018941329999103,0.0003,0.009627309259027243
20,0.009979711121362117,0.0003,0.00963830940797925
21,0.010016087705062496,0.0003,0.009617716250320275
22,0.00998671656474471,0.0003,0.009614715351412693
23,0.009881424103553096,9.486834e-05,0.009549327290306489
24,0.009891044115440712,9.486834e-05,0.009540948228289685
25,0.00991975422658854,9.486834e-05,0.009557816278189421
26,0.009882480532551806,9.486834e-05,0.009552873531977335
27,0.009868897418181102,9.486834e-05,0.00953482540200154
28,0.009885088215892514,9.486834e-05,0.009514922687162955
29,0.009884944092482329,9.486834e-05,0.009518499997754892
30,0.009894538486169445,9.486834e-05,0.009554694840063651
31,0.009872300394914216,9.486834e-05,0.009545389998704195
32,0.009858288315849171,9.486834e-05,0.00952593648682038
33,0.009880812712427642,9.486834e-05,0.009545344994713862
34,0.00986155485506687,9.486834e-05,0.009514512941241265
35,0.009846958611160517,3.0000003e-05,0.009487154958148798
36,0.009832512884090344,3.0000003e-05,0.009495322462171316
37,0.009851696146445143,3.0000003e-05,0.009529391321043173
38,0.009811984425617589,3.0000003e-05,0.009506654077519973
39,0.009797255992475483,3.0000003e-05,0.00950244020546476
40,0.009797667569377356,3.0000003e-05,0.00950221061706543
41,0.009790966735324926,3.0000003e-05,0.009522009891768296
42,0.009866711524418658,3.0000003e-05,0.009517742410302163
43,0.009828185490642984,3.0000003e-05,0.009491457878301541
44,0.009843945732133257,3.0000003e-05,0.009490983806550503
45,0.009822878037268917,9.486834e-06,0.009481599455078442
46,0.009820435027488405,9.486834e-06,0.009502895637104908
47,0.009782919464011988,9.486834e-06,0.009482906859368086
48,0.009822287544401155,9.486834e-06,0.009481639524300893
49,0.00981313097352783,9.486834e-06,0.009495354703317086
50,0.009873122326408823,9.486834e-06,0.00947783742348353
51,0.009818745986248056,9.486834e-06,0.009486869807044666
52,0.009812582135407462,9.486834e-06,0.00948469898228844
53,0.009819110895196596,9.486834e-06,0.009482518418381611
54,0.0098083484514306,9.486834e-06,0.00948356106132269
55,0.009808349685536491,3.0000003e-06,0.009479399642596642
56,0.009807822555924455,3.0000003e-06,0.00947591445222497
57,0.009805774328402347,3.0000003e-06,0.009476712522407373
58,0.009835003952806195,3.0000003e-06,0.009478074045230945
59,0.009801280362738503,3.0000003e-06,0.009475547550867
60,0.00981858974819382,3.0000003e-06,0.009475830386082332
61,0.009793075585116943,3.0000003e-06,0.009481907811015844
62,0.009817069788773855,3.0000003e-06,0.009477537177503109
63,0.00982434754508237,3.0000003e-06,0.009476038177808125
64,0.009771062866060271,3.0000003e-06,0.00948072120298942
65,0.009819591333054834,2e-06,0.009476153789709011
66,0.009794385635811422,2e-06,0.009478998407721519
67,0.009799497839684288,2e-06,0.009475293036550283
68,0.009826415554723807,2e-06,0.009476812285681566
69,0.009852727381305562,2e-06,0.009487967868645987
70,0.009798607760626408,2e-06,0.009474609427154064
71,0.009822018462750647,2e-06,0.009479211630920569
72,0.00979846760051118,2e-06,0.009479514888177316
73,0.009797793830848403,2e-06,0.009481669068336487
74,0.009825769522123867,2e-06,0.009476632177829743
75,0.009803051866177056,2e-06,0.009478090149660905
76,0.009796159423059888,2e-06,0.009474255289882421
77,0.00981699253929158,2e-06,0.009473313072075447
78,0.009777359249070286,2e-06,0.009483534579475721
79,0.009836317274305556,2e-06,0.009475856600950162
80,0.009788204717553324,2e-06,0.009480505994210641
81,0.009786664338368509,2e-06,0.009478835051258405
82,0.009807173403807812,2e-06,0.009476539687563975
83,0.009792140447845061,2e-06,0.009474254071712493
84,0.00982209564683338,2e-06,0.009477306527396043
85,0.009831792950216267,2e-06,0.009480958249419927
86,0.009824209130679568,2e-06,0.009480761675784986
87,0.009802840059623123,2e-06,0.009478257518261672
88,0.009796841685556704,2e-06,0.009475000785042842
89,0.009785508070554998,2e-06,0.009475973572582006
90,0.009806745623548826,2e-06,0.009476436298340558
91,0.009837007232217325,2e-06,0.009472167624781529
92,0.009797846412493124,2e-06,0.009482088619222244
93,0.009792370779853728,2e-06,0.009473920714110136
94,0.009813472534219424,2e-06,0.009474752238641183
95,0.009778796230339342,2e-06,0.009476722517361244
96,0.009781737349099583,2e-06,0.009476424536357324
97,0.009779336151770419,2e-06,0.009474576330433289
98,0.009788527897662587,2e-06,0.00947820405413707
99,0.009813085254074799,2e-06,0.009475632299979529
